timestep,mean_ps2,n,scenario,mode,rep
18,0.09895215501816258,1,official_zones,blend,5
38,0.21934930188884286,1,official_zones,blend,5
39,0.21934930188884286,1,official_zones,blend,5
40,0.21934930188884286,1,official_zones,blend,5
41,0.21934930188884286,1,official_zones,blend,5
42,0.21934930188884286,1,official_zones,blend,5
44,0.11644624880739081,1,official_zones,blend,5
0,0.4473606515281037,12,official_zones,blend,2
1,0.44521688345648947,13,official_zones,blend,2
2,0.16108627846379114,13,official_zones,blend,2
3,0.17553207138379767,13,official_zones,blend,2
4,0.16751160395267092,13,official_zones,blend,2
5,0.18071597096004,11,official_zones,blend,2
6,0.17057636052903782,11,official_zones,blend,2
7,0.17710824883221005,9,official_zones,blend,2
8,0.1392911744387479,2,official_zones,blend,2
9,0.17812491804096744,1,official_zones,blend,2
10,0.17812491804096744,1,official_zones,blend,2
11,0.21624298236258707,1,official_zones,blend,2
12,0.21624298236258707,1,official_zones,blend,2
13,0.21624298236258707,1,official_zones,blend,2
14,0.21624298236258707,1,official_zones,blend,2
15,0.20888890936134832,2,official_zones,blend,2
16,0.08424674782825121,1,official_zones,blend,2
17,0.08424674782825121,1,official_zones,blend,2
18,0.15932872719700344,2,official_zones,blend,2
19,0.15932872719700344,2,official_zones,blend,2
20,0.10531113633480166,2,official_zones,blend,2
21,0.10531113633480166,2,official_zones,blend,2
22,0.1958056287835619,3,official_zones,blend,2
23,0.1958056287835619,3,official_zones,blend,2
24,0.3767946136810823,1,official_zones,blend,2
0,0.4094220223655179,9,official_zones,blend,4
1,0.4378139274849984,11,official_zones,blend,4
2,0.16298570971149634,11,official_zones,blend,4
3,0.13606751550660878,9,official_zones,blend,4
4,0.13667244396387673,9,official_zones,blend,4
5,0.13636887797808808,6,official_zones,blend,4
6,0.14358002745151563,6,official_zones,blend,4
7,0.14358002745151563,6,official_zones,blend,4
8,0.13654578661872088,7,official_zones,blend,4
9,0.1339832542441625,8,official_zones,blend,4
10,0.15213738396007503,6,official_zones,blend,4
11,0.13340933409777025,4,official_zones,blend,4
12,0.13340933409777025,4,official_zones,blend,4
13,0.15348035019375453,3,official_zones,blend,4
14,0.15348035019375453,3,official_zones,blend,4
15,0.20088649492161856,3,official_zones,blend,4
16,0.18680721587280083,3,official_zones,blend,4
17,0.24517035838633414,2,official_zones,blend,4
18,0.20840742147691593,1,official_zones,blend,4
39,0.18743968964226992,1,official_zones,blend,4
40,0.3282142060337039,2,official_zones,blend,4
41,0.18743968964226992,1,official_zones,blend,4
42,0.18743968964226992,1,official_zones,blend,4
43,0.18743968964226992,1,official_zones,blend,4
44,0.18743968964226992,1,official_zones,blend,4
45,0.18743968964226992,1,official_zones,blend,4
46,0.18743968964226992,1,official_zones,blend,4
47,0.16063085371705016,1,official_zones,blend,4
48,0.16063085371705016,1,official_zones,blend,4
49,0.16063085371705016,1,official_zones,blend,4
50,0.16063085371705016,1,official_zones,blend,4
51,0.16063085371705016,1,official_zones,blend,4
52,0.16063085371705016,1,official_zones,blend,4
53,0.16063085371705016,1,official_zones,blend,4
54,0.16063085371705016,1,official_zones,blend,4
0,0.397819990443229,15,official_zones,blend,3
1,0.42943599536721394,14,official_zones,blend,3
2,0.16827233933420943,14,official_zones,blend,3
3,0.17453753134749406,10,official_zones,blend,3
4,0.17348231401956402,6,official_zones,blend,3
5,0.1746260561300869,5,official_zones,blend,3
6,0.17455970724110415,11,official_zones,blend,3
7,0.1463359592067411,7,official_zones,blend,3
8,0.12839641605009178,6,official_zones,blend,3
9,0.12839641605009178,6,official_zones,blend,3
10,0.18378081010236705,2,official_zones,blend,3
11,0.18094497306836937,1,official_zones,blend,3
12,0.18094497306836937,1,official_zones,blend,3
13,0.18094497306836937,1,official_zones,blend,3
14,0.18378081010236705,2,official_zones,blend,3
15,0.28346173241595257,2,official_zones,blend,3
16,0.2924345593444073,2,official_zones,blend,3
17,0.2878356998506295,1,official_zones,blend,3
18,0.28346173241595257,2,official_zones,blend,3
19,0.28346173241595257,2,official_zones,blend,3
20,0.28346173241595257,2,official_zones,blend,3
21,0.28346173241595257,2,official_zones,blend,3
22,0.2878356998506295,1,official_zones,blend,3
26,0.240848750272056,2,official_zones,blend,3
27,0.240848750272056,2,official_zones,blend,3
28,0.240848750272056,2,official_zones,blend,3
29,0.20260973556283637,1,official_zones,blend,3
30,0.20260973556283637,1,official_zones,blend,3
38,0.36889473062479816,1,official_zones,blend,3
0,0.48810382537563246,8,official_zones,blend,6
1,0.4772022481171766,9,official_zones,blend,6
2,0.1719972319799963,12,official_zones,blend,6
3,0.16549244696165877,13,official_zones,blend,6
4,0.162471158366129,12,official_zones,blend,6
5,0.1623073832831724,8,official_zones,blend,6
6,0.18016602871302997,7,official_zones,blend,6
7,0.17945281026651624,8,official_zones,blend,6
8,0.1492275525256963,9,official_zones,blend,6
9,0.14832248218252997,5,official_zones,blend,6
10,0.09080405866498131,2,official_zones,blend,6
11,0.09080405866498131,2,official_zones,blend,6
14,0.242567710686921,1,official_zones,blend,6
26,0.23848690631116418,1,official_zones,blend,6
27,0.23848690631116418,1,official_zones,blend,6
28,0.23848690631116418,1,official_zones,blend,6
29,0.23848690631116418,1,official_zones,blend,6
30,0.23848690631116418,1,official_zones,blend,6
31,0.29618405701725226,1,official_zones,blend,6
32,0.29618405701725226,1,official_zones,blend,6
33,0.29618405701725226,1,official_zones,blend,6
0,0.4253763654932479,11,official_zones,blend,7
1,0.42458037320542585,14,official_zones,blend,7
2,0.1640739317788328,11,official_zones,blend,7
3,0.158277527917894,14,official_zones,blend,7
4,0.1664091677159894,14,official_zones,blend,7
5,0.15689429588274548,11,official_zones,blend,7
6,0.16582079250698045,10,official_zones,blend,7
7,0.1302205477365441,6,official_zones,blend,7
8,0.10051895943383461,6,official_zones,blend,7
9,0.11220897720983274,5,official_zones,blend,7
10,0.11277635673718148,5,official_zones,blend,7
11,0.11277635673718148,5,official_zones,blend,7
12,0.09496731406397751,2,official_zones,blend,7
13,0.09238178304917444,2,official_zones,blend,7
14,0.09238178304917444,2,official_zones,blend,7
15,0.1424887628485668,2,official_zones,blend,7
16,0.16067666537082645,1,official_zones,blend,7
17,0.16067666537082645,1,official_zones,blend,7
18,0.16067666537082645,1,official_zones,blend,7
19,0.16067666537082645,1,official_zones,blend,7
0,0.4319955669481769,11,official_zones,blend,8
1,0.4626941614809512,10,official_zones,blend,8
2,0.1893237095860799,13,official_zones,blend,8
3,0.1926190875540817,13,official_zones,blend,8
4,0.18166968703770373,12,official_zones,blend,8
5,0.16246718692766363,10,official_zones,blend,8
6,0.16038478604022452,6,official_zones,blend,8
7,0.17886480233322086,4,official_zones,blend,8
8,0.17561292141407278,3,official_zones,blend,8
21,0.32681678884049975,1,official_zones,blend,8
23,0.08343162658894857,1,official_zones,blend,8
35,0.3460959034170252,1,official_zones,blend,8
36,0.3460959034170252,1,official_zones,blend,8
37,0.3460959034170252,1,official_zones,blend,8
38,0.3460959034170252,1,official_zones,blend,8
39,0.3460959034170252,1,official_zones,blend,8
40,0.3460959034170252,1,official_zones,blend,8
41,0.3460959034170252,1,official_zones,blend,8
42,0.3460959034170252,1,official_zones,blend,8
43,0.3460959034170252,1,official_zones,blend,8
44,0.3460959034170252,1,official_zones,blend,8
0,0.43970988396247934,9,official_zones,blend,10
1,0.42176295852052464,6,official_zones,blend,10
2,0.20222026346230476,4,official_zones,blend,10
3,0.17792605167765213,8,official_zones,blend,10
4,0.17747561127812456,8,official_zones,blend,10
5,0.17033799667143104,6,official_zones,blend,10
6,0.15828856487542023,6,official_zones,blend,10
7,0.1416724740722507,7,official_zones,blend,10
8,0.11677524212571411,4,official_zones,blend,10
9,0.11311832310729197,6,official_zones,blend,10
10,0.10939060083819097,6,official_zones,blend,10
11,0.11006752331022425,5,official_zones,blend,10
12,0.10330813818613466,4,official_zones,blend,10
13,0.08617491116561399,4,official_zones,blend,10
14,0.0708369701787279,3,official_zones,blend,10
34,0.3009725528521003,1,official_zones,blend,10
35,0.3009725528521003,1,official_zones,blend,10
36,0.3009725528521003,1,official_zones,blend,10
37,0.3009725528521003,1,official_zones,blend,10
38,0.3009725528521003,1,official_zones,blend,10
39,0.3009725528521003,1,official_zones,blend,10
0,0.44841098695889897,9,official_zones,blend,11
1,0.4659009660985477,10,official_zones,blend,11
2,0.16301931405565745,10,official_zones,blend,11
3,0.16989759065123666,9,official_zones,blend,11
4,0.1678308502965937,5,official_zones,blend,11
5,0.14950053025706359,7,official_zones,blend,11
6,0.14804061777114544,7,official_zones,blend,11
7,0.13454476143162059,4,official_zones,blend,11
8,0.1125553062527016,3,official_zones,blend,11
9,0.11711294566653169,2,official_zones,blend,11
10,0.14265469102444087,1,official_zones,blend,11
13,0.17515255458421874,1,official_zones,blend,11
14,0.17515255458421874,1,official_zones,blend,11
15,0.27015359509987746,1,official_zones,blend,11
26,0.10689298692925515,1,official_zones,blend,11
0,0.3752595657785638,10,official_zones,blend,9
1,0.4080900157206035,9,official_zones,blend,9
2,0.16054644962851525,11,official_zones,blend,9
3,0.14214551388333044,10,official_zones,blend,9
4,0.1282244259490293,7,official_zones,blend,9
5,0.11714168730089387,6,official_zones,blend,9
6,0.10366474829883121,6,official_zones,blend,9
7,0.10052426313677029,5,official_zones,blend,9
8,0.09020327993057264,5,official_zones,blend,9
9,0.08088327439695589,3,official_zones,blend,9
10,0.1118771878410218,1,official_zones,blend,9
11,0.15127956893863648,2,official_zones,blend,9
12,0.1118771878410218,1,official_zones,blend,9
13,0.1118771878410218,1,official_zones,blend,9
20,0.29481579265347685,1,official_zones,blend,9
21,0.29481579265347685,1,official_zones,blend,9
0,0.475407561022811,9,official_zones,blend,12
1,0.4585627986532222,8,official_zones,blend,12
2,0.1659809923294301,8,official_zones,blend,12
3,0.16530282584790013,7,official_zones,blend,12
4,0.16886362301831703,10,official_zones,blend,12
5,0.16956865773706226,10,official_zones,blend,12
6,0.16924689985115443,10,official_zones,blend,12
7,0.16266818595621796,7,official_zones,blend,12
8,0.17315050542854932,4,official_zones,blend,12
9,0.1525058351154262,4,official_zones,blend,12
10,0.1525058351154262,4,official_zones,blend,12
11,0.15205133362247564,2,official_zones,blend,12
12,0.17385356467070892,3,official_zones,blend,12
13,0.17385356467070892,3,official_zones,blend,12
14,0.20639619884438748,2,official_zones,blend,12
15,0.3183434878533271,2,official_zones,blend,12
16,0.3183434878533271,2,official_zones,blend,12
17,0.2555398646834965,1,official_zones,blend,12
23,0.10806054631665393,1,official_zones,blend,12
36,0.29754969722845903,1,official_zones,blend,12
0,0.4481170453740908,12,official_zones,blend,13
1,0.4084438393691173,13,official_zones,blend,13
2,0.14734133060882257,12,official_zones,blend,13
3,0.13563431677228946,8,official_zones,blend,13
4,0.17644484985572312,4,official_zones,blend,13
5,0.185140207793145,3,official_zones,blend,13
6,0.17795334802125296,4,official_zones,blend,13
7,0.1545717661656746,4,official_zones,blend,13
8,0.1475118299583737,4,official_zones,blend,13
9,0.14893316866214307,3,official_zones,blend,13
10,0.14893316866214307,3,official_zones,blend,13
11,0.14893316866214307,3,official_zones,blend,13
12,0.12128915244476639,3,official_zones,blend,13
13,0.12128915244476639,3,official_zones,blend,13
14,0.13154258193670154,2,official_zones,blend,13
15,0.20288999782662598,2,official_zones,blend,13
16,0.20288999782662598,2,official_zones,blend,13
17,0.20288999782662598,2,official_zones,blend,13
18,0.20736353165850419,4,official_zones,blend,13
19,0.18119340956045416,3,official_zones,blend,13
20,0.18119340956045416,3,official_zones,blend,13
21,0.11289211870159918,1,official_zones,blend,13
22,0.11289211870159918,1,official_zones,blend,13
23,0.11289211870159918,1,official_zones,blend,13
31,0.3007179030859635,1,official_zones,blend,13
32,0.3007179030859635,1,official_zones,blend,13
0,0.4232162745935379,10,official_zones,blend,15
1,0.40412694840676094,12,official_zones,blend,15
2,0.13637811296203514,10,official_zones,blend,15
3,0.14757737282298417,15,official_zones,blend,15
4,0.14650615618450796,12,official_zones,blend,15
5,0.16065022516354768,15,official_zones,blend,15
6,0.1526948166829863,14,official_zones,blend,15
7,0.142104224044104,12,official_zones,blend,15
8,0.11214337340553565,11,official_zones,blend,15
9,0.10903509158853913,8,official_zones,blend,15
10,0.11139146289986815,5,official_zones,blend,15
11,0.09024357996945319,3,official_zones,blend,15
12,0.09024357996945319,3,official_zones,blend,15
13,0.09814246438638445,3,official_zones,blend,15
14,0.07318256066189997,2,official_zones,blend,15
15,0.15168231357591258,1,official_zones,blend,15
16,0.27581467991161474,1,official_zones,blend,15
17,0.27581467991161474,1,official_zones,blend,15
24,0.17375058387324624,1,official_zones,blend,15
42,0.1680296135226632,1,official_zones,blend,15
43,0.1680296135226632,1,official_zones,blend,15
44,0.1680296135226632,1,official_zones,blend,15
45,0.1680296135226632,1,official_zones,blend,15
46,0.1680296135226632,1,official_zones,blend,15
0,0.45255477001482647,12,official_zones,blend,14
1,0.42880681798308795,11,official_zones,blend,14
2,0.15591240305109555,10,official_zones,blend,14
3,0.1578292818605472,11,official_zones,blend,14
4,0.15251574874389806,15,official_zones,blend,14
5,0.17365951042696537,14,official_zones,blend,14
6,0.17156389855889023,12,official_zones,blend,14
7,0.18641294136029357,10,official_zones,blend,14
8,0.16871327382590087,6,official_zones,blend,14
9,0.15167197054117773,5,official_zones,blend,14
10,0.21797918909740274,2,official_zones,blend,14
11,0.18816445281108568,1,official_zones,blend,14
12,0.12608631809927812,2,official_zones,blend,14
13,0.12608631809927812,2,official_zones,blend,14
14,0.18816445281108568,1,official_zones,blend,14
18,0.11551888945784068,1,official_zones,blend,14
33,0.14346638090524413,1,official_zones,blend,14
34,0.14346638090524413,1,official_zones,blend,14
0,0.37248525633598495,5,official_zones,blend,16
1,0.3747825493375651,10,official_zones,blend,16
2,0.1613768778417871,6,official_zones,blend,16
3,0.14699164735798556,7,official_zones,blend,16
4,0.1346291176111742,5,official_zones,blend,16
5,0.13668868996303277,6,official_zones,blend,16
6,0.13991016888180546,6,official_zones,blend,16
7,0.1545557823390944,5,official_zones,blend,16
8,0.0854814214825897,3,official_zones,blend,16
9,0.10960100580934067,6,official_zones,blend,16
10,0.09093071283170726,4,official_zones,blend,16
11,0.09449191537247469,3,official_zones,blend,16
12,0.1144788801752954,3,official_zones,blend,16
13,0.1144788801752954,3,official_zones,blend,16
14,0.1144788801752954,3,official_zones,blend,16
15,0.1821239414861156,2,official_zones,blend,16
16,0.1469578208770848,1,official_zones,blend,16
17,0.1469578208770848,1,official_zones,blend,16
43,0.20776068623564017,1,official_zones,blend,16
0,0.0,12,dosimeter_proxy,sys1_only,0
1,0.0,8,dosimeter_proxy,sys1_only,0
2,0.0,8,dosimeter_proxy,sys1_only,0
3,0.0,6,dosimeter_proxy,sys1_only,0
4,0.0,6,dosimeter_proxy,sys1_only,0
5,0.0,4,dosimeter_proxy,sys1_only,0
6,0.0,4,dosimeter_proxy,sys1_only,0
7,0.0,5,dosimeter_proxy,sys1_only,0
8,0.0,5,dosimeter_proxy,sys1_only,0
9,0.0,4,dosimeter_proxy,sys1_only,0
10,0.0,4,dosimeter_proxy,sys1_only,0
11,0.0,4,dosimeter_proxy,sys1_only,0
12,0.0,4,dosimeter_proxy,sys1_only,0
13,0.0,3,dosimeter_proxy,sys1_only,0
14,0.0,3,dosimeter_proxy,sys1_only,0
15,0.0,2,dosimeter_proxy,sys1_only,0
16,0.0,2,dosimeter_proxy,sys1_only,0
17,0.0,1,dosimeter_proxy,sys1_only,0
20,0.0,1,dosimeter_proxy,sys1_only,0
21,0.0,1,dosimeter_proxy,sys1_only,0
22,0.0,1,dosimeter_proxy,sys1_only,0
23,0.0,1,dosimeter_proxy,sys1_only,0
0,0.31142692361104335,7,official_zones,blend,19
1,0.36830052384808654,8,official_zones,blend,19
2,0.15829581499947168,11,official_zones,blend,19
3,0.15619168973443315,10,official_zones,blend,19
4,0.15215968547549194,9,official_zones,blend,19
5,0.18910012074251614,5,official_zones,blend,19
6,0.19155432148572596,7,official_zones,blend,19
7,0.17057910092629314,5,official_zones,blend,19
8,0.17048841572837564,4,official_zones,blend,19
9,0.1590485249702108,3,official_zones,blend,19
10,0.1406028783466374,1,official_zones,blend,19
11,0.12216626795700429,3,official_zones,blend,19
12,0.12216626795700429,3,official_zones,blend,19
13,0.12216626795700429,3,official_zones,blend,19
14,0.13274628197862492,2,official_zones,blend,19
15,0.20474657305340127,2,official_zones,blend,19
16,0.20474657305340127,2,official_zones,blend,19
17,0.1717035177012657,1,official_zones,blend,19
24,0.2588801274876609,1,official_zones,blend,19
25,0.2588801274876609,1,official_zones,blend,19
26,0.2588801274876609,1,official_zones,blend,19
32,0.39294141866071824,1,official_zones,blend,19
33,0.39294141866071824,1,official_zones,blend,19
34,0.39294141866071824,1,official_zones,blend,19
35,0.39294141866071824,1,official_zones,blend,19
36,0.39294141866071824,1,official_zones,blend,19
0,0.4492222161787609,8,official_zones,blend,17
1,0.43157821224778353,8,official_zones,blend,17
2,0.17736058976093078,5,official_zones,blend,17
3,0.17801823612993073,5,official_zones,blend,17
4,0.16434641216431967,7,official_zones,blend,17
5,0.1605252807106477,8,official_zones,blend,17
6,0.1473460921541434,6,official_zones,blend,17
7,0.14634377710361823,4,official_zones,blend,17
8,0.13131843278686403,4,official_zones,blend,17
9,0.1506089502705961,6,official_zones,blend,17
10,0.16681709369612485,3,official_zones,blend,17
11,0.17196373507686927,4,official_zones,blend,17
12,0.17196373507686927,4,official_zones,blend,17
13,0.19873574556478585,2,official_zones,blend,17
14,0.19873574556478585,2,official_zones,blend,17
15,0.30652807928853826,2,official_zones,blend,17
16,0.30652807928853826,2,official_zones,blend,17
17,0.2890495796255683,1,official_zones,blend,17
18,0.2890495796255683,1,official_zones,blend,17
19,0.1748657686909792,2,official_zones,blend,17
20,0.06068195775639006,1,official_zones,blend,17
21,0.16564645554420931,1,official_zones,blend,17
22,0.16564645554420931,1,official_zones,blend,17
27,0.09858502216344332,1,official_zones,blend,17
28,0.09858502216344332,1,official_zones,blend,17
29,0.09858502216344332,1,official_zones,blend,17
0,0.0,8,dosimeter_proxy,sys1_only,1
1,0.0,8,dosimeter_proxy,sys1_only,1
2,0.0,7,dosimeter_proxy,sys1_only,1
3,0.0,5,dosimeter_proxy,sys1_only,1
4,0.0,5,dosimeter_proxy,sys1_only,1
5,0.0,4,dosimeter_proxy,sys1_only,1
6,0.0,4,dosimeter_proxy,sys1_only,1
7,0.0,4,dosimeter_proxy,sys1_only,1
8,0.0,3,dosimeter_proxy,sys1_only,1
9,0.0,3,dosimeter_proxy,sys1_only,1
10,0.0,3,dosimeter_proxy,sys1_only,1
11,0.0,3,dosimeter_proxy,sys1_only,1
12,0.0,3,dosimeter_proxy,sys1_only,1
13,0.0,3,dosimeter_proxy,sys1_only,1
14,0.0,2,dosimeter_proxy,sys1_only,1
15,0.0,3,dosimeter_proxy,sys1_only,1
16,0.0,3,dosimeter_proxy,sys1_only,1
